,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
3015,2015.0,1,0,1198.0,74,6.43
3016,2011.0,1,0,2179.0,138.03,4.5
3017,2018.0,0,0,1598.0,181,39.75
3018,2015.0,1,0,1196.0,70,4.0
3019,2015.0,1,0,1498.0,98.6,6.98
3020,2006.0,1,2,1991.0,112,1.75
3021,2013.0,1,0,1968.0,108.5,4.75
3022,2016.0,1,0,2982.0,171,23.5
3023,2014.0,1,0,1582.0,126.32,7.49
3024,2015.0,1,0,2179.0,140,10.85
3025,2017.0,1,0,799.0,53.3,3.5
3026,2015.0,1,2,1197.0,81.83,6.3
3027,2012.0,0,0,1497.0,116.3,6.75
3028,2017.0,0,0,3198.0,197,28.88
3029,2016.0,0,0,1798.0,157.75,14.23
3030,2012.0,0,3,1995.0,190,15.0
3031,2013.0,1,0,1373.0,80.9,5.8
3032,2013.0,1,0,1248.0,73.94,3.75
3033,2005.0,1,0,1086.0,171,1.15
3034,2011.0,1,2,2982.0,171,12.75
3035,2009.0,1,0,1298.0,88.2,1.95
3036,2018.0,1,0,1199.0,84,4.95
3037,2015.0,0,0,1497.0,117.3,8.25
3038,2013.0,0,0,1995.0,170,20.99
3039,2010.0,0,2,2143.0,203,17.5
3040,2015.0,1,0,1248.0,74,5.36
3041,2014.0,1,0,1373.0,93.7,6.35
3042,2011.0,1,0,1591.0,121.3,2.95
3043,2019.0,0,0,2179.0,147.5,55.7
3044,2009.0,1,0,1086.0,62,1.15
3045,2017.0,0,0,2143.0,167.62,37.5
3046,2017.0,1,0,1197.0,78.9,4.07
3047,2012.0,1,0,1199.0,73.9,2.99
3048,2017.0,1,0,1248.0,88.5,7.9
3049,2016.0,1,0,1461.0,83.8,7.49
3050,2009.0,1,0,1248.0,75,1.1
3051,2016.0,0,0,2987.0,254.8,56.0
3052,2016.0,1,0,1186.0,73.97,3.5
3053,2008.0,1,0,1493.0,110,3.0
3054,2014.0,1,0,1591.0,121.3,6.1
3055,2010.0,1,0,1196.0,70,2.25
3056,2016.0,1,0,1248.0,74,5.95
3057,2013.0,1,0,1461.0,63.12,4.95
3058,2015.0,1,2,1198.0,74,5.49
3059,2019.0,0,0,1995.0,190,6.67
3060,2015.0,1,0,1598.0,103.52,6.25
3061,2005.0,1,2,999.0,241.4,1.51
3062,2014.0,0,0,2967.0,241.4,34.88
3063,2016.0,1,0,1248.0,88.5,6.9
3064,2014.0,1,0,1498.0,98.6,5.99
3065,2010.0,0,0,3498.0,272,10.4
3066,2012.0,0,0,2967.0,241.38,29.0
3067,2016.0,1,2,2179.0,118.3,5.85
3068,2006.0,0,3,1493.0,100,2.21
3069,2010.0,1,0,1586.0,103.3,2.4
3070,2009.0,1,3,1798.0,138.1,3.0
3071,2012.0,0,2,1598.0,103.6,3.75
3072,2015.0,1,0,814.0,55.2,2.95
3073,2011.0,1,0,1968.0,108.5,5.8
3074,2012.0,1,0,1248.0,74,4.9
3075,2018.0,0,0,1798.0,138.03,16.95
3076,2013.0,1,0,2494.0,100,12.5
3077,2017.0,1,0,1047.0,69,5.0
3078,2015.0,1,0,1598.0,103.52,4.68
3079,2016.0,0,0,3198.0,197,29.8
3080,2017.0,1,2,799.0,53.3,3.46
3081,2012.0,1,0,1396.0,90,4.0
3082,2012.0,1,2,1896.0,106,4.5
3083,2013.0,1,0,1364.0,87.2,5.87
3084,2015.0,1,0,2179.0,120,9.5
3085,2013.0,0,0,1968.0,174.3,32.5
3086,2014.0,1,0,1248.0,73.8,3.88
3087,2013.0,0,0,1995.0,190,13.08
3088,2012.0,1,0,1461.0,84.8,3.5
3089,2010.0,1,2,2354.0,177.6,3.5
3090,2010.0,1,0,1493.0,110,4.45
3091,2015.0,1,0,796.0,34.2,2.35
3092,2015.0,1,0,1497.0,117.3,5.0
3093,2012.0,0,2,2967.0,241.4,28.0
3094,2007.0,1,2,1388.0,68,2.0
3095,2015.0,1,0,1396.0,88.73,6.35
3096,2015.0,0,0,2143.0,201.1,24.63
3097,2012.0,1,2,998.0,58.2,3.0
3098,2016.0,1,0,1498.0,98.59,7.9
3099,2011.0,1,0,1197.0,80,3.25
3100,2016.0,1,2,1497.0,117.3,8.25
3101,2011.0,1,0,1461.0,63.1,2.85
3102,2010.0,1,2,1399.0,68,3.2
3103,2013.0,1,0,1198.0,75,1.75
3104,2013.0,1,0,1248.0,177.6,3.38
3105,2009.0,1,2,2354.0,177.6,5.75
3106,2010.0,0,0,1798.0,157.75,4.7
3107,2017.0,1,0,796.0,35,2.9
3108,2012.0,1,0,1396.0,88.8,4.25
3109,2017.0,0,0,1582.0,126.2,14.5
3110,2016.0,1,0,1248.0,74,5.34
3111,2014.0,1,0,1248.0,74,3.85
3112,2009.0,1,0,2494.0,102,8.5
3113,2016.0,1,0,1120.0,71,4.2
3114,2016.0,1,0,1248.0,88.7,6.75
3115,2016.0,0,0,3198.0,197.2,26.0
3116,2019.0,1,0,1396.0,88.73,8.61
3117,2009.0,1,0,998.0,67.1,1.46
3118,2011.0,1,2,1248.0,73.9,2.8
3119,2018.0,1,0,998.0,58.2,4.0
3120,2014.0,1,0,1497.0,118,5.47
3121,2009.0,1,0,1298.0,85.8,2.45
3122,2014.0,0,0,1995.0,184,21.5
3123,2010.0,1,0,1368.0,90,1.38
3124,2016.0,1,0,2179.0,140,13.5
3125,2009.0,0,2,1197.0,78.9,3.1
3126,2016.0,1,0,1197.0,83.1,5.49
3127,2017.0,1,0,1248.0,88.5,9.51
3128,2012.0,1,0,1196.0,70.02,2.39
3129,2014.0,1,0,998.0,67.04,3.25
3130,2014.0,0,0,1197.0,103.5,5.65
3131,2010.0,1,0,2489.0,93.7,1.85
3132,2019.0,0,0,2995.0,340,2.02
3133,2013.0,1,0,1248.0,73.9,5.8
3134,2017.0,1,2,1199.0,74,6.9
3135,2013.0,1,2,1086.0,121.3,5.35
3136,2010.0,1,0,1086.0,68.05,2.85
3137,2014.0,0,0,2143.0,204,22.75
3138,1998.0,1,3,993.0,60,0.45
3139,2013.0,1,0,1197.0,78.9,4.64
3140,2016.0,1,0,1498.0,98.6,5.27
3141,2016.0,1,0,2179.0,148,10.0
3142,2015.0,1,0,1198.0,86.8,3.95
3143,2010.0,1,0,1197.0,80,3.38
3144,2018.0,1,0,1390.0,120.33,16.8
3145,2010.0,1,0,1198.0,88.8,1.99
3146,2017.0,1,0,1197.0,82,5.84
3147,2016.0,0,0,2993.0,270.9,36.15
3148,2014.0,0,0,2179.0,187.7,25.7
3149,2013.0,1,0,2179.0,140,9.24
3150,2015.0,1,0,1598.0,118,7.65
3151,2015.0,0,0,1968.0,174.33,25.31
3152,2013.0,1,0,1461.0,108.45,4.75
3153,2014.0,1,0,1197.0,85.8,6.69
3154,2012.0,1,0,1198.0,73.9,3.1
3155,2012.0,1,0,796.0,35,1.55
3156,2019.0,0,0,624.0,81.86,6.84
3157,2014.0,1,0,624.0,37.5,1.6
3158,2017.0,0,0,1395.0,147.51,21.73
3159,2015.0,1,0,1198.0,74,4.75
3160,2015.0,1,0,796.0,47.3,2.45
3161,2019.0,0,0,1496.0,113.98,31.55
3162,2012.0,0,2,1968.0,140.8,10.25
3163,2019.0,1,0,2198.0,158,27.36
3164,2013.0,1,2,1499.0,110,6.5
3165,2016.0,1,0,1197.0,82,4.25
3166,2014.0,1,0,1199.0,82.4,5.5
3167,2015.0,1,0,1197.0,83.14,4.0
3168,2017.0,1,0,1193.0,88.7,4.65
3169,2015.0,0,0,2143.0,170,28.5
3170,2014.0,1,0,1998.0,163.7,7.11
3171,2013.0,1,0,1248.0,73.9,3.9
3172,2017.0,1,0,1197.0,81.86,5.6
3173,2012.0,1,3,1248.0,73.75,2.25
3174,2011.0,1,0,1582.0,126.32,3.9
3175,2014.0,0,0,2993.0,270.9,28.63
3176,2013.0,0,0,1798.0,67.1,7.25
3177,2006.0,1,2,998.0,67.1,2.0
3178,2011.0,1,0,1198.0,73.9,3.5
3179,2011.0,1,0,1799.0,130.2,5.0
3180,2015.0,1,0,1196.0,63,3.72
3181,2014.0,1,0,998.0,67.04,3.45
3182,2013.0,1,0,1248.0,74,4.5
3183,2018.0,0,0,1591.0,121.3,14.36
3184,2016.0,1,0,1197.0,82,5.5
3185,2013.0,1,0,1461.0,63.1,3.0
3186,2017.0,1,0,1197.0,81.86,6.08
3187,2013.0,1,0,1598.0,103.6,5.0
3188,2015.0,0,0,2982.0,168.5,20.25
3189,2002.0,1,3,999.0,171.5,1.2
3190,2018.0,0,0,2755.0,171.5,18.0
3191,2015.0,0,0,2143.0,107.3,17.5
3192,2013.0,1,0,814.0,55.2,2.1
3193,2012.0,1,2,1582.0,126.24,7.5
3194,2015.0,0,2,1496.0,113.98,24.77
3195,2015.0,1,0,1461.0,108.45,8.65
3196,2019.0,0,0,3198.0,197,35.5
3197,2014.0,1,0,1798.0,138.03,10.5
3198,2018.0,1,0,2179.0,155,13.0
3199,2012.0,0,0,2993.0,261.49,26.5
3200,2004.0,1,2,1061.0,64,1.4
3201,2017.0,1,0,1497.0,117.3,7.51
3202,2014.0,1,0,1248.0,74,4.3
3203,2015.0,0,0,1497.0,117.3,8.95
3204,2015.0,1,0,1248.0,88.76,6.91
3205,2016.0,1,0,1461.0,108.45,9.75
3206,2010.0,1,2,1248.0,73.9,4.0
3207,2011.0,1,0,1248.0,73.94,3.65
3208,2013.0,1,0,2179.0,140,10.75
3209,2015.0,1,0,1198.0,86.8,4.51
3210,2016.0,0,0,2987.0,165,49.22
3211,2014.0,1,0,1248.0,88.8,3.7
3212,2014.0,1,0,2494.0,102,12.99
3213,2015.0,1,0,1197.0,85.8,4.15
3214,2012.0,1,0,1591.0,121.3,4.4
3215,2015.0,1,0,1497.0,117.3,4.25
3216,2017.0,1,0,1198.0,86.7,4.25
3217,2017.0,0,0,1497.0,117.3,7.7
3218,2015.0,0,0,2179.0,187.7,39.75
3219,2017.0,1,0,1497.0,117.3,8.5
3220,2008.0,0,0,2997.0,231.1,7.0
3221,2002.0,1,3,1299.0,70,0.8
3222,2013.0,1,0,2982.0,168.5,15.25
3223,2008.0,1,0,998.0,66.1,2.25
3224,2016.0,1,0,1948.0,83.1,4.85
3225,2012.0,0,2,1497.0,116.3,6.42
3226,2012.0,1,2,1461.0,63.12,2.5
3227,2011.0,0,0,1582.0,126.32,5.75
3228,2003.0,1,0,796.0,37,0.5
3229,2015.0,1,0,2179.0,140,11.52
3230,2014.0,1,0,1248.0,88.8,4.5
3231,2013.0,0,0,1396.0,98.6,4.75
3232,2019.0,1,0,1582.0,126.2,13.54
3233,2015.0,0,0,2143.0,201.1,23.41
3234,2013.0,0,2,2982.0,168.5,19.25
3235,2015.0,0,0,1984.0,181,20.0
3236,2011.0,0,0,2143.0,203,13.0
3237,2010.0,1,0,2354.0,180,3.99
3238,2015.0,1,0,1498.0,98.6,4.65
3239,2013.0,1,0,1248.0,73.75,4.65
3240,2013.0,1,0,1197.0,85.8,3.15
3241,2013.0,0,0,1798.0,138.1,8.25
3242,2012.0,0,2,4367.0,335.3,65.0
3243,2012.0,1,0,1248.0,74,4.5
3244,2017.0,1,0,1956.0,170,17.5
3245,2016.0,1,0,1197.0,81.8,4.31
3246,2016.0,1,0,1199.0,88.7,6.2
3247,2011.0,1,0,1364.0,73.9,4.67
3248,2011.0,1,0,1198.0,73.9,3.32
3249,2011.0,0,0,1799.0,130,3.75
3250,2013.0,1,0,1496.0,88.73,4.7
3251,2016.0,1,0,1591.0,121.3,6.5
3252,2009.0,1,0,2494.0,102,7.25
3253,2016.0,1,0,1598.0,118,8.94
3254,2018.0,1,0,1194.0,94.68,7.34
3255,2016.0,1,0,1197.0,83.1,6.9
3256,2016.0,1,0,1199.0,88.7,5.9
3257,2013.0,0,0,1582.0,126.3,6.75
3258,2014.0,1,0,1498.0,98.6,4.1
3259,2017.0,0,0,1968.0,147.51,27.0
3260,2014.0,1,0,1598.0,103.52,4.5
3261,2013.0,0,0,1968.0,174.33,14.5
3262,2014.0,1,0,1248.0,74,5.25
3263,2012.0,1,2,1248.0,74,1.2
3264,2006.0,1,2,2494.0,100.6,4.95
3265,2013.0,1,0,1461.0,108.45,7.5
3266,2015.0,0,0,2996.0,333,48.0
3267,2015.0,1,0,1498.0,98.6,4.45
3268,2018.0,0,0,2987.0,254.79,59.65
3269,2015.0,1,0,1248.0,73.94,4.38
3270,2016.0,1,0,1248.0,88.5,7.9
3271,2008.0,1,2,1086.0,62,1.88
3272,2008.0,0,2,1197.0,83.1,10.5
3273,2018.0,0,0,1197.0,83.1,7.29
3274,2012.0,1,0,1498.0,88.7,6.0
3275,2011.0,1,3,2179.0,140,6.7
3276,2009.0,1,0,796.0,46.3,1.5
3277,2016.0,0,0,1496.0,113.98,23.8
3278,2014.0,1,0,2179.0,140,7.77
3279,2012.0,1,0,1086.0,62.1,3.32
3280,2015.0,1,0,1248.0,74,4.94
3281,2013.0,0,2,2143.0,107.3,11.0
3282,2016.0,1,0,799.0,53.3,3.4
3283,2013.0,1,0,1248.0,74,4.17
3284,2005.0,1,2,993.0,60,1.25
3285,2016.0,0,0,1197.0,82,5.45
3286,2012.0,1,0,1248.0,88.8,2.59
3287,2015.0,1,0,2179.0,140,12.01
3288,2010.0,1,2,1197.0,85.8,2.45
3289,2015.0,1,0,1968.0,174.33,29.0
3290,2008.0,1,2,1399.0,170,2.4
3291,2010.0,0,0,2143.0,170,11.99
3292,2015.0,0,0,1497.0,117.3,7.9
3293,2010.0,1,3,2494.0,102,6.25
3294,2011.0,1,2,1199.0,79.4,1.8
3295,2013.0,1,0,998.0,58.16,2.8
3296,2015.0,1,0,1199.0,88.7,4.9
3297,2010.0,1,0,1198.0,75,2.25
3298,2017.0,0,0,1373.0,91.1,8.89
3299,2012.0,0,0,2982.0,168.5,15.0
3300,2018.0,1,0,1498.0,99,5.65
3301,2014.0,1,0,1248.0,88.8,7.0
3302,2016.0,1,0,796.0,47.3,2.95
3303,2013.0,1,0,1198.0,86.8,3.3
3304,2010.0,1,2,1493.0,110,3.5
3305,2007.0,1,0,1493.0,100,2.3
3306,2017.0,1,0,1582.0,126.2,13.69
3307,2013.0,1,0,1364.0,67.06,3.1
3308,2014.0,1,0,2359.0,198.25,12.75
3309,2017.0,1,0,1582.0,126.2,13.75
3310,2017.0,1,0,1199.0,88.7,6.75
3311,2014.0,1,0,1598.0,103.6,5.25
3312,2015.0,1,0,2179.0,140,8.75
3313,2017.0,1,0,1493.0,100,8.87
3314,2010.0,0,2,2354.0,142,6.5
3315,2012.0,1,0,1248.0,88.76,4.5
3316,2012.0,1,0,2696.0,162,12.5
3317,2014.0,0,0,2982.0,168.5,16.8
3318,2016.0,1,0,1248.0,88.8,8.75
3319,2013.0,0,0,1582.0,126.24,8.5
3320,2011.0,1,0,1197.0,78.9,2.21
3321,2012.0,1,0,796.0,34.2,1.6
3322,2016.0,0,0,1198.0,86.7,6.25
3323,2007.0,0,2,1799.0,130,2.25
3324,2019.0,0,0,2143.0,136,25.75
3325,2010.0,1,2,1798.0,157.8,6.75
3326,2015.0,1,0,1248.0,88.5,6.25
3327,2013.0,1,0,1498.0,89.84,5.1
3328,2009.0,0,2,2987.0,224.34,10.75
3329,2016.0,1,0,1120.0,70,5.7
3330,2013.0,1,0,1598.0,105,5.95
3331,2012.0,1,0,936.0,56.3,2.4
3332,2013.0,1,0,1493.0,100,3.49
3333,2011.0,0,0,1197.0,80,4.0
3334,2013.0,1,0,1364.0,67.04,3.85
3335,2010.0,0,0,1794.0,138.1,3.95
3336,2013.0,1,2,1197.0,78.9,3.0
3337,2018.0,1,0,1196.0,86.8,6.7
3338,2016.0,1,0,1197.0,85.8,6.14
3339,2012.0,0,2,1396.0,98.6,4.4
3340,2017.0,1,0,1248.0,74,4.25
3341,2010.0,0,0,4395.0,402,25.93
3342,2016.0,1,0,1598.0,118,7.0
3343,2017.0,0,0,2982.0,168.5,25.12
3344,2017.0,1,0,998.0,68.05,4.45
3345,2011.0,1,0,1396.0,90,2.4
3346,2012.0,1,2,1598.0,103.6,4.33
3347,2017.0,0,0,1197.0,83.14,6.93
3348,2014.0,1,0,1396.0,90,4.25
3349,2010.0,0,0,2143.0,203,12.5
3350,2015.0,1,0,1197.0,82,4.9
3351,2014.0,1,0,1396.0,90,4.5
3352,2016.0,1,0,799.0,53.3,3.0
3353,2015.0,0,0,1197.0,82,5.8
3354,2011.0,1,0,1598.0,103.6,3.33
3355,2015.0,0,0,1998.0,163.7,6.62
3356,2015.0,1,2,1461.0,108.5,5.75
3357,2012.0,1,0,1582.0,126.32,6.2
3358,2015.0,0,0,998.0,67.04,3.5
3359,2010.0,1,0,998.0,67.1,2.0
3360,2012.0,1,0,1396.0,88.8,4.0
3361,2011.0,0,0,1781.0,163.2,9.5
3362,2013.0,0,0,1995.0,184,17.5
3363,2015.0,0,0,1598.0,103.52,6.11
3364,2014.0,1,0,1197.0,78.9,3.75
3365,2007.0,1,2,2835.0,107.2,6.2
3366,2014.0,1,0,1498.0,98.6,6.15
3367,2012.0,1,0,998.0,67.1,2.4
3368,2009.0,1,1,1248.0,75,2.15
3369,2016.0,1,0,1197.0,82,3.75
3370,2011.0,1,2,1196.0,70,2.15
3371,2015.0,1,0,1197.0,103.3,4.75
3372,2010.0,1,0,1586.0,103.3,2.45
3373,2017.0,1,0,1497.0,117.3,11.15
3374,2016.0,0,0,1461.0,108.45,8.9
3375,2014.0,1,0,1498.0,98.6,4.35
3376,2015.0,1,2,2494.0,100.6,12.0
3377,2009.0,0,2,1995.0,181,8.5
3378,2017.0,1,0,1086.0,68.05,4.27
3379,2012.0,1,2,1461.0,83.8,4.25
3380,2010.0,0,0,2360.0,170,9.25
3381,2017.0,1,0,1248.0,88.5,8.61
3382,2010.0,0,0,2987.0,261,28.0
3383,2018.0,1,0,1498.0,98.96,9.25
3384,2016.0,0,0,1582.0,126.2,8.6
3385,2018.0,1,0,1198.0,74,7.53
3386,2014.0,1,0,1461.0,108.45,5.75
3387,2012.0,1,0,1198.0,86.8,4.15
3388,2017.0,1,0,1196.0,86.8,5.84
3389,2012.0,0,0,1968.0,187.74,16.5
3390,2015.0,0,0,2993.0,258,43.0
3391,2013.0,1,0,1197.0,78.9,3.55
3392,2018.0,1,0,1197.0,81.83,8.9
3393,2006.0,1,2,1896.0,90,2.5
3394,2010.0,1,0,1493.0,110,3.85
3395,2012.0,0,3,1591.0,121.4,7.5
3396,2005.0,1,2,1341.0,61,1.8
3397,2010.0,1,0,1399.0,68,2.25
3398,2015.0,0,0,1968.0,174.33,24.25
3399,2015.0,1,0,1198.0,74,4.35
3400,2012.0,0,0,1995.0,184,11.5
3401,2014.0,1,0,1497.0,117.3,4.75
3402,2012.0,1,0,1396.0,90,4.99
3403,2018.0,0,0,1199.0,88.7,9.15
3404,2006.0,1,1,2354.0,152,2.35
3405,2014.0,0,0,2354.0,152,13.99
3406,2014.0,0,2,2143.0,107.3,19.75
3407,2018.0,0,0,2179.0,140,16.77
3408,2006.0,1,3,2523.0,63,2.5
3409,2013.0,0,0,1498.0,99.6,3.65
3410,2012.0,0,2,2179.0,187.74,23.5
3411,2017.0,1,0,796.0,47.3,3.11
3412,2013.0,1,0,1496.0,88.73,4.57
3413,2014.0,1,0,1197.0,80,5.32
3414,2012.0,1,0,1197.0,78.9,3.2
3415,2016.0,1,0,1248.0,74,5.63
3416,2015.0,1,0,814.0,55.2,3.0
3417,2010.0,0,2,1995.0,190,9.25
3418,2011.0,1,0,1396.0,70,1.2
3419,2015.0,1,0,796.0,47.3,2.15
3420,2010.0,1,0,1199.0,73.9,3.05
3421,2014.0,0,0,1798.0,138.03,11.5
3422,2008.0,1,0,1086.0,62.1,2.3
3423,2016.0,1,0,1197.0,81.8,4.95
3424,2013.0,1,0,1461.0,84.8,4.75
3425,2018.0,1,0,1248.0,88.5,10.15
3426,2011.0,1,0,1198.0,75,2.65
3427,2015.0,1,0,1399.0,68.05,3.8
3428,2017.0,0,0,1997.0,141.1,16.68
3429,2014.0,1,0,1461.0,108.5,5.0
3430,2011.0,1,2,1197.0,78.9,3.75
3431,2013.0,1,3,1396.0,88.76,4.11
3432,2015.0,1,2,1196.0,86.8,4.25
3433,2004.0,1,0,2835.0,107.2,3.45
3434,2014.0,0,0,1968.0,174.33,22.5
3435,2006.0,1,0,1998.0,132,4.5
3436,2007.0,1,0,1150.0,74.9,0.9
3437,2006.0,1,0,1341.0,83,1.85
3438,2013.0,1,0,1498.0,98.6,3.25
3439,2010.0,1,2,1248.0,89.84,3.1
3440,2014.0,1,0,1498.0,89.84,7.34
3441,2015.0,1,0,1498.0,88.5,4.25
3442,2016.0,1,0,1197.0,81.86,6.45
3443,2011.0,1,2,2494.0,102,10.75
3444,2015.0,0,0,2143.0,203.2,27.75
3445,2005.0,1,2,1061.0,64,0.99
3446,2016.0,0,0,2198.0,158,24.0
3447,2016.0,1,0,1197.0,81.86,6.1
3448,2017.0,1,0,1199.0,88.7,8.25
3449,2013.0,1,0,1198.0,73.9,4.65
3450,2014.0,1,0,1997.0,153.86,9.75
3451,2014.0,1,0,1197.0,81.86,4.4
3452,2014.0,1,0,1197.0,85.8,3.99
3453,2016.0,0,0,2993.0,258,45.73
3454,2014.0,1,0,1498.0,89.84,5.27
3455,2014.0,1,0,998.0,58.2,3.5
3456,2016.0,1,0,1498.0,98.6,7.25
3457,2008.0,1,2,1405.0,70,1.6
3458,2014.0,1,2,1461.0,108.45,6.0
3459,2010.0,1,0,1197.0,78.9,3.0
3460,2015.0,1,0,1199.0,88.7,4.95
3461,2016.0,1,0,1248.0,88.5,8.99
3462,2007.0,1,3,2354.0,144,1.85
3463,2016.0,1,0,1198.0,73.9,6.16
3464,2010.0,1,0,1248.0,73.9,3.5
3465,2014.0,1,0,1199.0,88.76,4.5
3466,2017.0,1,0,1197.0,81.83,7.75
3467,2014.0,1,0,1461.0,83.8,6.6
3468,2014.0,1,0,1197.0,82,4.98
3469,2008.0,0,3,1995.0,181,9.75
3470,2014.0,1,0,1498.0,89.84,5.55
3471,2016.0,0,0,1498.0,108.5,10.3
3472,2011.0,0,2,2354.0,177.6,7.5
3473,2008.0,1,0,1399.0,92.7,1.8
3474,2017.0,1,0,1199.0,74,6.25
3475,2015.0,1,2,2489.0,93.7,6.8
3476,2009.0,0,0,1197.0,80,3.0
3477,2015.0,1,0,2179.0,140,11.6
3478,2013.0,1,2,1582.0,126.24,6.95
3479,2010.0,1,3,1798.0,160,3.5
3480,2014.0,1,0,1197.0,81.86,5.5
3481,2015.0,1,0,1197.0,81.83,5.65
3482,2013.0,1,0,1248.0,73.8,3.25
3483,2015.0,0,0,1598.0,103.6,7.72
3484,2016.0,1,0,1582.0,126.2,12.0
3485,2013.0,1,0,936.0,57.6,1.55
3486,2011.0,1,0,2982.0,171,10.75
3487,2016.0,1,0,1197.0,81.83,6.72
3488,2012.0,0,0,2967.0,241.4,28.55
3489,2013.0,0,2,2967.0,300,75.0
3490,2016.0,1,0,1497.0,117.3,10.49
3491,2012.0,1,0,1493.0,100,3.8
3492,2012.0,0,0,1968.0,140,18.5
3493,2013.0,0,0,2359.0,198.25,6.0
3494,2012.0,1,0,1582.0,126.32,5.5
3495,2010.0,1,0,998.0,67.1,2.3
3496,2016.0,1,0,1248.0,88.5,8.7
3497,2015.0,1,0,1120.0,71.01,4.95
3498,2012.0,1,0,1248.0,74,4.25
3499,2017.0,1,2,2179.0,140,10.94
3500,2013.0,0,0,1995.0,190,21.26
3501,2016.0,1,2,1798.0,138.03,11.5
3502,2015.0,1,2,1396.0,88.73,6.0
3503,2016.0,1,0,1198.0,82,4.1
3504,2013.0,1,0,796.0,47.3,2.01
3505,2010.0,1,0,1172.0,67,2.6
3506,2012.0,1,0,998.0,67.1,2.35
3507,2012.0,1,2,2835.0,118.6,9.15
3508,2013.0,1,0,1198.0,86.8,2.9
3509,2017.0,1,2,1396.0,88.73,9.18
3510,2016.0,0,0,1591.0,121.3,11.45
3511,2012.0,1,2,796.0,38.4,2.1
3512,2017.0,1,0,1198.0,86.7,5.53
3513,2016.0,1,0,1198.0,82,3.75
3514,2018.0,0,0,1497.0,117.3,12.5
3515,2017.0,0,0,2179.0,140,15.5
3516,2011.0,1,0,1086.0,170,2.1
3517,2013.0,0,2,2143.0,170,14.5
3518,2017.0,0,0,1461.0,108.45,12.46
3519,2014.0,1,2,1198.0,74,5.25
3520,2012.0,0,0,2987.0,282,14.5
3521,2009.0,0,2,2987.0,282,25.0
3522,2012.0,1,0,2993.0,271.23,2.66
3523,2012.0,0,0,2993.0,271.23,45.0
3524,2015.0,1,0,1248.0,74,5.1
3525,2014.0,1,0,1498.0,98.6,3.5
3526,2011.0,0,2,1995.0,181,12.5
3527,2012.0,1,0,1396.0,88.7,5.55
3528,2015.0,0,0,2982.0,169,19.48
3529,2012.0,1,0,1197.0,85.8,3.91
3530,2010.0,1,0,1199.0,79.4,2.19
3531,2017.0,0,0,1196.0,82,6.89
3532,2011.0,1,2,1196.0,70,3.47
3533,2008.0,0,2,2349.0,88.2,3.25
3534,2010.0,1,0,1298.0,88.2,2.85
3535,2016.0,0,0,1968.0,174.33,25.64
3536,2018.0,1,0,1497.0,116.3,10.28
3537,2015.0,1,0,1199.0,88.7,6.3
3538,2014.0,1,0,1498.0,88.8,4.75
3539,2013.0,1,0,1461.0,83.14,5.8
3540,2016.0,0,0,2179.0,187.7,44.5
3541,2014.0,1,0,1197.0,82.9,4.65
3542,2009.0,1,0,1497.0,118,3.6
3543,2015.0,1,0,2179.0,140,12.25
3544,2017.0,1,0,1956.0,170,20.0
3545,2017.0,1,0,2179.0,140,16.0
3546,2011.0,0,2,2179.0,120,6.21
3547,2016.0,1,0,1198.0,67,3.25
3548,2016.0,1,0,2179.0,120,9.75
3549,2014.0,0,0,1198.0,86.7,4.45
3550,2017.0,1,0,1498.0,98.6,12.0
3551,2008.0,1,0,1396.0,65,0.8
3552,2018.0,1,0,1186.0,73.97,5.95
3553,2015.0,1,0,796.0,40.3,3.0
3554,2014.0,1,0,1396.0,105.5,5.25
3555,2019.0,1,0,2393.0,147.8,22.2
3556,2012.0,0,0,1995.0,184,13.5
3557,2015.0,0,0,1968.0,138.03,13.5
3558,2014.0,1,0,1399.0,68.05,3.47
3559,2013.0,0,2,2696.0,184,9.5
3560,2011.0,1,0,1598.0,103.6,4.8
3561,2016.0,1,0,1598.0,103.52,6.54
3562,2012.0,1,0,1198.0,73.9,3.1
3563,2015.0,1,0,1248.0,88.5,7.99
3564,2009.0,1,2,1798.0,138.1,3.3
3565,2015.0,1,0,1248.0,88.8,8.75
3566,2013.0,0,0,1197.0,80,4.19
3567,2019.0,0,0,2143.0,136,30.77
3568,2006.0,1,2,1497.0,100,2.11
3569,2018.0,1,0,1198.0,82,6.25
3570,2011.0,1,0,2982.0,171,11.4
3571,2011.0,1,0,1497.0,118,5.2
3572,2017.0,0,0,1968.0,187.74,39.84
3573,2013.0,1,0,1399.0,136,4.45
3574,2014.0,0,0,2143.0,136,19.5
3575,2007.0,1,0,1150.0,74.9,1.75
3576,2016.0,1,0,1498.0,99,5.1
3577,2013.0,0,0,1582.0,126.2,6.8
3578,2016.0,0,0,1197.0,83.1,5.74
3579,2010.0,1,0,1197.0,85,3.3
3580,2010.0,0,0,3498.0,271.72,32.0
3581,2016.0,0,0,1995.0,190,35.0
3582,2017.0,0,0,1248.0,73.75,8.9
3583,2011.0,1,2,1591.0,121.3,4.0
3584,2018.0,1,0,1956.0,170,19.46
3585,2009.0,0,0,1991.0,142,5.25
3586,2013.0,1,2,1196.0,73,2.6
3587,2018.0,1,0,1497.0,108.5,9.22
3588,2013.0,1,0,814.0,55.2,1.8
3589,2005.0,1,2,1405.0,258,1.3
3590,2015.0,0,0,2993.0,258,31.75
