,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Engine (CC),Power (bhp),Seats,Price
3254,337,8,2018.0,8896.0,4,1,0,19.0,1194.0,94.68,5.0,7.34
3255,977,4,2016.0,17000.0,4,1,0,21.4,1197.0,83.1,5.0,6.9
3256,486,9,2016.0,31378.0,4,1,0,18.2,1199.0,88.7,5.0,5.9
3257,628,10,2013.0,114000.0,1,0,0,22.3,1582.0,126.3,5.0,6.75
3258,378,0,2014.0,81000.0,1,1,0,25.8,1498.0,98.6,5.0,4.1
3259,45,9,2017.0,31000.0,1,0,0,18.5,1968.0,147.51,5.0,27.0
3260,1536,9,2014.0,35000.0,4,1,0,15.0,1598.0,103.52,5.0,4.5
3261,8,8,2013.0,60001.0,1,0,0,17.1,1968.0,174.33,5.0,14.5
3262,1135,6,2014.0,75074.0,1,1,0,23.4,1248.0,74,5.0,5.25
3263,1582,8,2012.0,80000.0,1,1,2,22.3,1248.0,74,5.0,1.2
3264,1747,6,2006.0,147350.0,1,1,2,13.0,2494.0,100.6,8.0,4.95
3265,1438,5,2013.0,60000.0,1,1,0,19.6,1461.0,108.45,5.0,7.5
3266,1278,8,2015.0,7501.0,4,0,0,10.0,2996.0,333,4.0,48.0
3267,367,4,2015.0,58000.0,1,1,0,25.8,1498.0,98.6,5.0,4.45
3268,1294,3,2018.0,29277.0,1,0,0,11.6,2987.0,254.79,5.0,59.65
3269,1092,7,2015.0,57034.0,1,1,0,23.2,1248.0,73.94,5.0,4.38
3270,1033,7,2016.0,40810.0,1,1,0,28.1,1248.0,88.5,5.0,7.9
3271,594,1,2008.0,35268.0,4,1,2,18.5,1086.0,62,5.0,1.88
3272,110,9,2008.0,81000.0,1,0,2,18.5,1197.0,83.1,5.0,10.5
3273,986,3,2018.0,34630.0,4,0,0,21.4,1197.0,83.1,5.0,7.29
3274,300,5,2012.0,45122.0,1,1,0,23.5,1498.0,88.7,5.0,6.0
3275,924,2,2011.0,126000.0,1,1,3,16.0,2179.0,140,7.0,6.7
3276,970,6,2009.0,63000.0,4,1,0,19.7,796.0,46.3,5.0,1.5
3277,1346,7,2016.0,32298.0,1,0,0,20.7,1496.0,113.98,4.0,23.8
3278,925,7,2014.0,63288.0,1,1,0,15.1,2179.0,140,7.0,7.77
3279,597,3,2012.0,43337.0,4,1,0,17.9,1086.0,62.1,5.0,3.32
3280,1159,7,2015.0,46561.0,1,1,0,22.9,1248.0,74,5.0,4.94
3281,1235,4,2013.0,34000.0,1,0,2,20.0,2143.0,107.3,5.0,11.0
3282,1459,5,2016.0,48000.0,4,1,0,25.2,799.0,53.3,5.0,3.4
3283,1159,7,2013.0,56263.0,1,1,0,22.9,1248.0,74,5.0,4.17
3284,1228,5,2005.0,84060.0,4,1,2,17.3,993.0,60,5.0,1.25
3285,575,9,2016.0,9000.0,4,0,0,18.9,1197.0,82,5.0,5.45
3286,1609,6,2012.0,79000.0,1,1,0,21.1,1248.0,88.8,5.0,2.59
3287,918,10,2015.0,87900.0,1,1,0,16.0,2179.0,140,7.0,12.01
3288,1127,4,2010.0,72425.0,4,1,2,17.5,1197.0,85.8,5.0,2.45
3289,47,1,2015.0,38000.0,1,1,0,15.7,1968.0,174.33,5.0,29.0
3290,284,5,2008.0,83000.0,1,1,2,14.8,1399.0,170,5.0,2.4
3291,1322,5,2010.0,107000.0,1,0,0,14.8,2143.0,170,5.0,11.99
3292,446,4,2015.0,51000.0,4,0,0,18.0,1497.0,117.3,5.0,7.9
3293,1756,10,2010.0,140000.0,1,1,3,12.8,2494.0,102,7.0,6.25
3294,170,10,2011.0,48000.0,4,1,2,18.6,1199.0,79.4,5.0,1.8
3295,1200,4,2013.0,62000.0,0,1,0,26.6,998.0,58.16,5.0,2.8
3296,471,9,2015.0,31000.0,4,1,0,18.7,1199.0,88.7,5.0,4.9
3297,1383,6,2010.0,75055.0,4,1,0,18.1,1198.0,75,5.0,2.25
3298,1022,3,2017.0,51210.0,4,0,0,19.1,1373.0,91.1,5.0,8.89
3299,1733,9,2012.0,87000.0,1,0,0,12.6,2982.0,168.5,7.0,15.0
3300,232,8,2018.0,17000.0,1,1,0,26.1,1498.0,99,5.0,5.65
3301,1064,6,2014.0,57000.0,1,1,0,20.8,1248.0,88.8,7.0,7.0
3302,956,5,2016.0,9370.0,4,1,0,22.7,796.0,47.3,5.0,2.95
3303,394,2,2013.0,53226.0,4,1,0,19.4,1198.0,86.8,5.0,3.3
3304,655,5,2010.0,120000.0,1,1,2,16.2,1493.0,110,5.0,3.5
3305,417,6,2007.0,75055.0,4,1,0,12.8,1493.0,100,5.0,2.3
3306,511,3,2017.0,37247.0,1,1,0,19.7,1582.0,126.2,5.0,13.69
3307,1719,4,2013.0,64000.0,1,1,0,23.6,1364.0,67.06,5.0,3.1
3308,614,9,2014.0,12000.0,4,1,0,13.4,2359.0,198.25,5.0,12.75
3309,512,10,2017.0,40158.0,1,1,0,19.7,1582.0,126.2,5.0,13.75
3310,472,2,2017.0,11000.0,4,1,0,18.7,1199.0,88.7,5.0,6.75
3311,1847,2,2014.0,70010.0,1,1,0,20.5,1598.0,103.6,5.0,5.25
3312,921,9,2015.0,82000.0,1,1,0,16.0,2179.0,140,7.0,8.75
3313,902,7,2017.0,57259.0,1,1,0,18.5,1493.0,100,7.0,8.87
3314,354,1,2010.0,84000.0,4,0,2,11.1,2354.0,142,5.0,6.5
3315,1059,10,2012.0,168000.0,1,1,0,20.8,1248.0,88.76,7.0,4.5
3316,900,5,2012.0,73670.0,1,1,0,12.8,2696.0,162,7.0,12.5
3317,1733,4,2014.0,89540.0,1,0,0,12.6,2982.0,168.5,7.0,16.8
3318,1064,5,2016.0,85423.0,1,1,0,20.8,1248.0,88.8,7.0,8.75
3319,540,10,2013.0,48823.0,1,0,0,19.5,1582.0,126.24,5.0,8.5
3320,698,8,2011.0,35082.0,4,1,0,20.4,1197.0,78.9,5.0,2.21
3321,1086,6,2012.0,126000.0,4,1,0,16.8,796.0,34.2,5.0,1.6
3322,374,4,2016.0,19000.0,4,0,0,15.5,1198.0,86.7,5.0,6.25
3323,465,9,2007.0,69000.0,4,0,2,12.9,1799.0,130,5.0,2.25
3324,1242,7,2019.0,29836.0,1,0,0,17.9,2143.0,136,5.0,25.75
3325,1540,0,2010.0,48002.0,4,1,2,13.1,1798.0,157.8,5.0,6.75
3326,1033,0,2015.0,52324.0,1,1,0,28.1,1248.0,88.5,5.0,6.25
3327,258,4,2013.0,65000.0,1,1,0,22.7,1498.0,89.84,5.0,5.1
3328,1298,9,2009.0,66000.0,1,0,2,8.7,2987.0,224.34,5.0,10.75
3329,571,5,2016.0,75700.0,1,1,0,24.0,1120.0,70,5.0,5.7
3330,1846,1,2013.0,43000.0,1,1,0,20.5,1598.0,105,5.0,5.95
3331,167,7,2012.0,42706.0,1,1,0,25.4,936.0,56.3,5.0,2.4
3332,858,9,2013.0,35000.0,1,1,0,17.2,1493.0,100,7.0,3.49
3333,688,5,2011.0,54348.0,4,0,0,19.2,1197.0,80,5.0,4.0
3334,1716,4,2013.0,84000.0,1,1,0,23.6,1364.0,67.04,5.0,3.85
3335,1685,9,2010.0,63298.0,4,0,0,20.4,1794.0,138.1,5.0,3.95
3336,698,6,2013.0,75049.0,4,1,2,20.4,1197.0,78.9,5.0,3.0
3337,317,7,2018.0,24237.0,4,1,0,18.2,1196.0,86.8,5.0,6.7
3338,1098,3,2016.0,22767.0,4,1,0,18.5,1197.0,85.8,5.0,6.14
3339,766,1,2012.0,58000.0,4,0,2,15.0,1396.0,98.6,5.0,4.4
3340,1129,10,2017.0,57000.0,1,1,0,26.6,1248.0,74,5.0,4.25
3341,124,7,2010.0,50161.0,4,0,0,8.8,4395.0,402,5.0,25.93
3342,1102,8,2016.0,45000.0,1,1,0,22.7,1598.0,118,5.0,7.0
3343,1737,3,2017.0,68319.0,1,0,0,12.6,2982.0,168.5,7.0,25.12
3344,524,7,2017.0,30711.0,4,1,0,20.3,998.0,68.05,5.0,4.45
3345,725,8,2011.0,38277.0,1,1,0,21.9,1396.0,90,5.0,2.4
3346,1848,10,2012.0,115000.0,1,1,2,20.5,1598.0,103.6,5.0,4.33
3347,1141,3,2017.0,46849.0,4,0,0,18.5,1197.0,83.14,5.0,6.93
3348,760,0,2014.0,64000.0,1,1,0,21.9,1396.0,90,5.0,4.25
3349,1255,10,2010.0,130923.0,1,0,0,14.2,2143.0,203,5.0,12.5
3350,577,2,2015.0,15000.0,4,1,0,18.9,1197.0,82,5.0,4.9
3351,726,9,2014.0,32720.0,1,1,0,23.0,1396.0,90,5.0,4.5
3352,1459,6,2016.0,12500.0,4,1,0,25.2,799.0,53.3,5.0,3.0
3353,676,2,2015.0,59800.0,4,0,0,16.9,1197.0,82,5.0,5.8
3354,1855,10,2011.0,54211.0,4,1,0,15.0,1598.0,103.6,5.0,3.33
3355,176,7,2015.0,62242.0,1,0,0,14.4,1998.0,163.7,5.0,6.62
3356,1403,9,2015.0,54000.0,1,1,2,19.0,1461.0,108.5,5.0,5.75
3357,633,5,2012.0,65000.0,1,1,0,22.3,1582.0,126.32,5.0,6.2
3358,1004,2,2015.0,55000.0,4,0,0,23.1,998.0,67.04,5.0,3.5
3359,1196,10,2010.0,71000.0,4,1,0,18.9,998.0,67.1,5.0,2.0
3360,763,2,2012.0,70000.0,1,1,0,21.9,1396.0,88.8,5.0,4.0
3361,5,9,2011.0,53000.0,4,0,0,12.3,1781.0,163.2,5.0,9.5
3362,135,9,2013.0,43000.0,1,0,0,17.1,1995.0,184,5.0,17.5
3363,1523,9,2015.0,54000.0,4,0,0,14.3,1598.0,103.52,5.0,6.11
3364,694,0,2014.0,51000.0,4,1,0,20.4,1197.0,78.9,5.0,3.75
3365,1361,5,2007.0,78000.0,1,1,2,10.5,2835.0,107.2,6.0,6.2
3366,436,9,2014.0,25000.0,1,1,0,26.0,1498.0,98.6,5.0,6.15
3367,960,10,2012.0,12600.0,4,1,0,20.9,998.0,67.1,5.0,2.4
3368,1155,10,2009.0,80000.0,1,1,1,17.8,1248.0,75,5.0,2.15
3369,574,8,2016.0,21000.0,4,1,0,18.9,1197.0,82,5.0,3.75
3370,334,9,2011.0,32000.0,4,1,2,15.6,1196.0,70,5.0,2.15
3371,576,1,2015.0,50000.0,4,1,0,18.9,1197.0,103.3,5.0,4.75
3372,1111,9,2010.0,47500.0,4,1,0,15.5,1586.0,103.3,5.0,2.45
3373,460,9,2017.0,7500.0,4,1,0,17.4,1497.0,117.3,5.0,11.15
3374,1435,6,2016.0,68163.0,1,0,0,19.6,1461.0,108.45,5.0,8.9
3375,367,0,2014.0,61000.0,1,1,0,25.8,1498.0,98.6,5.0,4.35
3376,1766,6,2015.0,100000.0,1,1,2,13.0,2494.0,100.6,7.0,12.0
3377,78,9,2009.0,61500.0,1,0,2,16.1,1995.0,181,5.0,8.5
3378,696,7,2017.0,42883.0,4,1,0,19.8,1086.0,68.05,5.0,4.27
3379,1444,6,2012.0,97000.0,1,1,2,20.5,1461.0,83.8,5.0,4.25
3380,1360,1,2010.0,39525.0,4,0,0,11.3,2360.0,170,5.0,9.25
3381,1178,7,2017.0,35384.0,1,1,0,24.3,1248.0,88.5,5.0,8.61
3382,1332,5,2010.0,46000.0,1,0,0,11.8,2987.0,261,7.0,28.0
3383,238,3,2018.0,32189.0,1,1,0,23.0,1498.0,98.96,5.0,9.25
3384,624,2,2016.0,27000.0,1,0,0,19.1,1582.0,126.2,5.0,8.6
3385,1817,3,2018.0,22734.0,4,1,0,16.5,1198.0,74,5.0,7.53
3386,1432,9,2014.0,58002.0,1,1,0,19.6,1461.0,108.45,5.0,5.75
3387,392,2,2012.0,31500.0,4,1,0,16.5,1198.0,86.8,5.0,4.15
3388,308,3,2017.0,30933.0,4,1,0,18.2,1196.0,86.8,5.0,5.84
3389,24,8,2012.0,27090.0,1,0,0,18.5,1968.0,187.74,5.0,16.5
3390,146,9,2015.0,29500.0,1,0,0,16.0,2993.0,258,7.0,43.0
3391,709,10,2013.0,45000.0,4,1,0,20.4,1197.0,78.9,5.0,3.55
3392,711,5,2018.0,11691.0,4,1,0,18.6,1197.0,81.83,5.0,8.9
3393,1505,5,2006.0,121000.0,1,1,2,16.4,1896.0,90,5.0,2.5
3394,656,5,2010.0,118077.0,1,1,0,16.2,1493.0,110,5.0,3.85
3395,638,2,2012.0,36300.0,4,0,3,17.1,1591.0,121.4,5.0,7.5
3396,552,9,2005.0,90000.0,4,1,2,15.3,1341.0,61,5.0,1.8
3397,326,2,2010.0,78000.0,1,1,0,20.0,1399.0,68,5.0,2.25
3398,32,9,2015.0,42000.0,1,0,0,17.7,1968.0,174.33,5.0,24.25
3399,1817,9,2015.0,27000.0,4,1,0,16.5,1198.0,74,5.0,4.35
3400,135,8,2012.0,22000.0,1,0,0,17.1,1995.0,184,5.0,11.5
3401,449,8,2014.0,49000.0,4,1,0,17.4,1497.0,117.3,5.0,4.75
3402,770,5,2012.0,42600.0,1,1,0,23.0,1396.0,90,5.0,4.99
3403,474,3,2018.0,12794.0,4,0,0,19.0,1199.0,88.7,5.0,9.15
3404,1120,6,2006.0,125000.0,4,1,1,16.1,2354.0,152,5.0,2.35
3405,401,5,2014.0,88046.0,4,0,0,10.1,2354.0,152,5.0,13.99
3406,1235,1,2014.0,8000.0,1,0,2,20.0,2143.0,107.3,5.0,19.75
3407,913,3,2018.0,193000.0,1,0,0,16.0,2179.0,140,7.0,16.77
3408,830,1,2006.0,193000.0,1,1,3,13.6,2523.0,63,7.0,2.5
3409,1468,9,2013.0,7000.0,4,0,0,18.0,1498.0,99.6,5.0,3.65
3410,806,0,2012.0,60000.0,1,0,2,12.4,2179.0,187.74,5.0,23.5
3411,958,10,2017.0,38000.0,4,1,0,22.7,796.0,47.3,5.0,3.11
3412,1709,7,2013.0,56344.0,4,1,0,17.6,1496.0,88.73,5.0,4.57
3413,768,9,2014.0,17858.0,4,1,0,17.0,1197.0,80,5.0,5.32
3414,704,5,2012.0,53000.0,4,1,0,20.4,1197.0,78.9,5.0,3.2
3415,1160,7,2016.0,67906.0,1,1,0,25.2,1248.0,74,5.0,5.63
3416,532,5,2015.0,19000.0,4,1,0,21.1,814.0,55.2,5.0,3.0
3417,74,9,2010.0,67000.0,1,0,2,22.7,1995.0,190,5.0,9.25
3418,1596,4,2011.0,80000.0,1,1,0,23.6,1396.0,70,5.0,1.2
3419,956,4,2015.0,61000.0,4,1,0,22.7,796.0,47.3,5.0,2.15
3420,1824,10,2010.0,39000.0,1,1,0,22.1,1199.0,73.9,5.0,3.05
3421,1699,0,2014.0,59000.0,4,0,0,14.3,1798.0,138.03,5.0,11.5
3422,597,5,2008.0,80931.0,4,1,0,17.9,1086.0,62.1,5.0,2.3
3423,1174,8,2016.0,34000.0,4,1,0,20.4,1197.0,81.8,5.0,4.95
3424,1466,5,2013.0,130000.0,1,1,0,21.6,1461.0,84.8,5.0,4.75
3425,1183,3,2018.0,44000.0,1,1,0,24.3,1248.0,88.5,5.0,10.15
3426,1384,8,2011.0,44000.0,4,1,0,18.1,1198.0,75,5.0,2.65
3427,326,5,2015.0,84000.0,1,1,0,20.0,1399.0,68.05,5.0,3.8
3428,397,7,2017.0,41697.0,4,0,0,13.1,1997.0,141.1,5.0,16.68
3429,1408,10,2014.0,163000.0,1,1,0,19.0,1461.0,108.5,5.0,5.0
3430,1714,2,2011.0,42000.0,4,1,2,17.7,1197.0,78.9,5.0,3.75
3431,751,6,2013.0,129000.0,1,1,3,21.3,1396.0,88.76,5.0,4.11
3432,316,2,2015.0,32200.0,4,1,2,18.2,1196.0,86.8,5.0,4.25
3433,1361,9,2004.0,129000.0,1,1,0,10.5,2835.0,107.2,6.0,3.45
3434,8,1,2014.0,40000.0,1,0,0,17.1,1968.0,174.33,5.0,22.5
3435,1741,4,2006.0,150000.0,4,1,0,12.4,1998.0,132,8.0,4.5
3436,163,6,2007.0,140000.0,4,1,0,15.3,1150.0,74.9,5.0,0.9
3437,550,5,2006.0,63181.0,4,1,0,15.3,1341.0,83,5.0,1.85
3438,367,8,2013.0,39575.0,1,1,0,25.8,1498.0,98.6,5.0,3.25
3439,1161,10,2010.0,63600.0,1,1,2,17.8,1248.0,89.84,5.0,3.1
3440,258,3,2014.0,70374.0,1,1,0,22.7,1498.0,89.84,5.0,7.34
3441,1797,8,2015.0,26256.0,1,1,0,20.1,1498.0,88.5,5.0,4.25
3442,545,4,2016.0,13460.0,4,1,0,18.6,1197.0,81.86,5.0,6.45
3443,1760,2,2011.0,122000.0,1,1,2,12.8,2494.0,102,8.0,10.75
3444,1297,8,2015.0,58589.0,1,0,0,15.3,2143.0,203.2,5.0,27.75
3445,1194,6,2005.0,115000.0,4,1,2,17.3,1061.0,64,5.0,0.99
3446,265,10,2016.0,75000.0,1,0,0,12.6,2198.0,158,7.0,24.0
3447,545,6,2016.0,30292.0,4,1,0,18.6,1197.0,81.86,5.0,6.1
3448,499,0,2017.0,32248.0,4,1,0,17.5,1199.0,88.7,5.0,8.25
3449,1832,1,2013.0,74000.0,4,1,0,16.5,1198.0,73.9,5.0,4.65
3450,399,9,2014.0,56100.0,4,1,0,13.7,1997.0,153.86,5.0,9.75
3451,557,1,2014.0,61325.0,4,1,0,18.9,1197.0,81.86,5.0,4.4
3452,1138,8,2014.0,33000.0,4,1,0,19.1,1197.0,85.8,5.0,3.99
3453,98,3,2016.0,18090.0,1,0,0,16.2,2993.0,258,5.0,45.73
3454,256,7,2014.0,71390.0,1,1,0,22.7,1498.0,89.84,5.0,5.27
3455,1200,9,2014.0,41000.0,0,1,0,26.2,998.0,58.2,5.0,3.5
3456,443,0,2016.0,67000.0,1,1,0,26.0,1498.0,98.6,5.0,7.25
3457,1592,2,2008.0,99000.0,1,1,2,17.0,1405.0,70,5.0,1.6
3458,1432,10,2014.0,142000.0,1,1,2,19.0,1461.0,108.45,5.0,6.0
3459,704,2,2010.0,26966.0,4,1,0,20.4,1197.0,78.9,5.0,3.0
3460,472,9,2015.0,27628.0,4,1,0,18.7,1199.0,88.7,5.0,4.95
3461,1107,5,2016.0,82497.0,1,1,0,23.7,1248.0,88.5,5.0,8.99
3462,358,9,2007.0,86000.0,4,1,3,11.9,2354.0,144,5.0,1.85
3463,1831,3,2016.0,26981.0,4,1,0,16.5,1198.0,73.9,5.0,6.16
3464,1092,5,2010.0,110471.0,1,1,0,21.1,1248.0,73.9,5.0,3.5
3465,365,6,2014.0,69000.0,4,1,0,19.5,1199.0,88.76,5.0,4.5
3466,711,5,2017.0,12000.0,4,1,0,18.6,1197.0,81.83,5.0,7.75
3467,1440,5,2014.0,77500.0,1,1,0,20.5,1461.0,83.8,5.0,6.6
3468,574,7,2014.0,48031.0,4,1,0,18.9,1197.0,82,5.0,4.98
3469,78,2,2008.0,170000.0,1,0,3,16.1,1995.0,181,5.0,9.75
3470,259,9,2014.0,69565.0,1,1,0,22.7,1498.0,89.84,5.0,5.55
3471,1841,5,2016.0,45492.0,1,0,0,21.5,1498.0,108.5,5.0,10.3
3472,347,2,2011.0,85000.0,4,0,2,11.7,2354.0,177.6,5.0,7.5
3473,158,5,2008.0,55902.0,4,1,0,14.5,1399.0,92.7,5.0,1.8
3474,1818,5,2017.0,18500.0,4,1,0,16.2,1199.0,74,5.0,6.25
3475,931,5,2015.0,129750.0,1,1,2,15.0,2489.0,93.7,7.0,6.8
3476,700,5,2009.0,50902.0,4,0,0,19.2,1197.0,80,5.0,3.0
3477,925,3,2015.0,84725.0,1,1,0,15.1,2179.0,140,7.0,11.6
3478,539,9,2013.0,40000.0,1,1,2,22.7,1582.0,126.24,5.0,6.95
3479,1810,9,2010.0,60000.0,4,1,3,14.3,1798.0,160,5.0,3.5
3480,560,3,2014.0,33496.0,4,1,0,18.9,1197.0,81.86,5.0,5.5
3481,753,9,2015.0,25000.0,4,1,0,18.6,1197.0,81.83,5.0,5.65
3482,181,0,2013.0,71000.0,1,1,0,18.2,1248.0,73.8,8.0,3.25
3483,1521,3,2015.0,20826.0,4,0,0,14.3,1598.0,103.6,5.0,7.72
3484,511,10,2016.0,42244.0,1,1,0,19.7,1582.0,126.2,5.0,12.0
3485,168,6,2013.0,98598.0,1,1,0,25.4,936.0,57.6,5.0,1.55
3486,1731,4,2011.0,62100.0,1,1,0,11.5,2982.0,171,7.0,10.75
3487,769,3,2016.0,44238.0,4,1,0,18.6,1197.0,81.83,5.0,6.72
3488,60,3,2012.0,91743.0,1,0,0,12.1,2967.0,241.4,7.0,28.55
3489,1426,1,2013.0,19828.0,1,0,2,17.9,2967.0,300,4.0,75.0
3490,451,5,2016.0,36891.0,4,1,0,17.8,1497.0,117.3,5.0,10.49
3491,857,5,2012.0,90049.0,1,1,0,16.6,1493.0,100,7.0,3.8
3492,11,0,2012.0,74002.0,1,0,0,16.6,1968.0,140,5.0,18.5
3493,613,8,2013.0,41000.0,4,0,0,12.4,2359.0,198.25,5.0,6.0
3494,633,5,2012.0,83678.0,1,1,0,22.3,1582.0,126.32,5.0,5.5
3495,1197,10,2010.0,91000.0,4,1,0,18.9,998.0,67.1,5.0,2.3
3496,1058,6,2016.0,50000.0,1,1,0,24.5,1248.0,88.5,7.0,8.7
3497,670,4,2015.0,58000.0,1,1,0,24.4,1120.0,71.01,5.0,4.95
3498,1159,6,2012.0,80000.0,1,1,0,22.9,1248.0,74,5.0,4.25
3499,921,7,2017.0,41290.0,1,1,2,16.0,2179.0,140,7.0,10.94
3500,109,4,2013.0,65000.0,1,0,0,22.5,1995.0,190,5.0,21.26
3501,1678,1,2016.0,16471.0,4,1,2,14.3,1798.0,138.03,5.0,11.5
3502,751,10,2015.0,54339.0,1,1,2,22.5,1396.0,88.73,5.0,6.0
3503,848,5,2016.0,24025.0,4,1,0,18.2,1198.0,82,6.0,4.1
3504,952,8,2013.0,24027.0,4,1,0,24.7,796.0,47.3,5.0,2.01
3505,228,5,2010.0,59270.0,4,1,0,15.7,1172.0,67,5.0,2.6
3506,1211,8,2012.0,40000.0,4,1,0,18.9,998.0,67.1,5.0,2.35
3507,1367,1,2012.0,155566.0,1,1,2,9.5,2835.0,118.6,6.0,9.15
3508,390,2,2013.0,42320.0,4,1,0,19.4,1198.0,86.8,5.0,2.9
3509,754,3,2017.0,24153.0,1,1,2,22.5,1396.0,88.73,5.0,9.18
3510,520,9,2016.0,27000.0,4,0,0,13.0,1591.0,121.3,5.0,11.45
3511,959,5,2012.0,92000.0,0,1,2,26.8,796.0,38.4,5.0,2.1
3512,368,7,2017.0,61795.0,4,1,0,17.8,1198.0,86.7,5.0,5.53
3513,850,2,2016.0,13500.0,4,1,0,18.2,1198.0,82,6.0,3.75
3514,456,10,2018.0,4500.0,4,0,0,18.0,1497.0,117.3,5.0,12.5
3515,914,9,2017.0,23000.0,1,0,0,16.0,2179.0,140,7.0,15.5
3516,586,10,2011.0,65400.0,4,1,0,14.8,1086.0,170,5.0,2.1
3517,1307,9,2013.0,80578.0,1,0,2,14.8,2143.0,170,5.0,14.5
3518,1435,3,2017.0,42646.0,1,0,0,19.6,1461.0,108.45,5.0,12.46
3519,1816,1,2014.0,30000.0,4,1,2,16.5,1198.0,74,5.0,5.25
3520,110,4,2012.0,90000.0,1,0,0,18.5,2987.0,282,5.0,14.5
3521,1335,1,2009.0,98000.0,1,0,2,13.5,2987.0,282,5.0,25.0
3522,588,7,2012.0,66400.0,4,1,0,12.9,2993.0,271.23,4.0,2.66
3523,786,5,2012.0,50000.0,1,0,0,12.9,2993.0,271.23,4.0,45.0
3524,1159,6,2015.0,63310.0,1,1,0,28.4,1248.0,74,5.0,5.1
3525,367,4,2014.0,66000.0,1,1,0,25.8,1498.0,98.6,5.0,3.5
3526,78,0,2011.0,74000.0,1,0,2,16.1,1995.0,181,5.0,12.5
3527,621,5,2012.0,93000.0,1,1,0,23.5,1396.0,88.7,5.0,5.55
3528,1732,4,2015.0,70000.0,1,0,0,11.5,2982.0,169,7.0,19.48
3529,1165,0,2012.0,48772.0,4,1,0,18.6,1197.0,85.8,5.0,3.91
3530,169,2,2010.0,66000.0,4,1,0,18.6,1199.0,79.4,5.0,2.19
3531,566,3,2017.0,27417.0,4,0,0,18.9,1196.0,82,5.0,6.89
3532,334,3,2011.0,51593.0,4,1,2,15.6,1196.0,70,5.0,3.47
3533,1400,9,2008.0,86340.0,4,0,2,9.1,2349.0,88.2,5.0,3.25
3534,1166,10,2010.0,75000.0,4,1,0,16.1,1298.0,88.2,5.0,2.85
3535,18,3,2016.0,39237.0,1,0,0,17.1,1968.0,174.33,5.0,25.64
3536,428,7,2018.0,11966.0,4,1,0,16.8,1497.0,116.3,5.0,10.28
3537,486,5,2015.0,37000.0,4,1,0,18.2,1199.0,88.7,5.0,6.3
3538,1821,2,2014.0,70920.0,1,1,0,20.1,1498.0,88.8,5.0,4.75
3539,1405,5,2013.0,65280.0,1,1,0,19.9,1461.0,83.14,5.0,5.8
3540,801,5,2016.0,62000.0,1,0,0,12.5,2179.0,187.7,7.0,44.5
3541,762,7,2014.0,44525.0,4,1,0,18.5,1197.0,82.9,5.0,4.65
3542,413,6,2009.0,86863.0,4,1,0,17.0,1497.0,118,5.0,3.6
3543,918,5,2015.0,102626.0,1,1,0,16.0,2179.0,140,7.0,12.25
3544,791,6,2017.0,45000.0,1,1,0,16.3,1956.0,170,5.0,20.0
3545,918,6,2017.0,22000.0,1,1,0,16.0,2179.0,140,7.0,16.0
3546,897,3,2011.0,108905.0,1,0,2,11.8,2179.0,120,8.0,6.21
3547,203,8,2016.0,12800.0,4,1,0,19.4,1198.0,67,7.0,3.25
3548,884,8,2016.0,32000.0,1,1,0,15.4,2179.0,120,7.0,9.75
3549,363,9,2014.0,39000.0,4,0,0,15.5,1198.0,86.7,5.0,4.45
3550,454,10,2017.0,42000.0,1,1,0,25.6,1498.0,98.6,5.0,12.0
3551,1591,2,2008.0,73000.0,4,1,0,14.4,1396.0,65,5.0,0.8
3552,555,2,2018.0,48000.0,1,1,0,24.0,1186.0,73.97,5.0,5.95
3553,951,10,2015.0,18000.0,0,1,0,33.4,796.0,40.3,4.0,3.0
3554,620,8,2014.0,19000.0,4,1,0,17.4,1396.0,105.5,5.0,5.25
3555,1773,3,2019.0,33598.0,1,1,0,13.7,2393.0,147.8,7.0,22.2
3556,135,6,2012.0,63000.0,1,0,0,17.1,1995.0,184,5.0,13.5
3557,1809,2,2015.0,48000.0,1,0,0,17.0,1968.0,138.03,5.0,13.5
3558,330,4,2014.0,66000.0,1,1,0,20.0,1399.0,68.05,5.0,3.47
3559,901,0,2013.0,80000.0,1,0,2,11.2,2696.0,184,7.0,9.5
3560,1855,2,2011.0,37000.0,4,1,0,15.0,1598.0,103.6,5.0,4.8
3561,1530,7,2016.0,35058.0,4,1,0,15.0,1598.0,103.52,5.0,6.54
3562,1831,4,2012.0,52000.0,4,1,0,16.5,1198.0,73.9,5.0,3.1
3563,1100,5,2015.0,61313.0,1,1,0,23.7,1248.0,88.5,5.0,7.99
3564,1692,8,2009.0,45000.0,4,1,2,14.5,1798.0,138.1,5.0,3.3
3565,1064,1,2015.0,74000.0,1,1,0,20.8,1248.0,88.8,7.0,8.75
3566,690,5,2013.0,89000.0,4,0,0,19.2,1197.0,80,5.0,4.19
3567,1242,7,2019.0,13414.0,1,0,0,17.9,2143.0,136,5.0,30.77
3568,434,6,2006.0,95000.0,4,1,2,16.9,1497.0,100,5.0,2.11
3569,840,6,2018.0,15900.0,4,1,0,18.2,1198.0,82,6.0,6.25
3570,1731,4,2011.0,151000.0,1,1,0,11.5,2982.0,171,7.0,11.4
3571,423,1,2011.0,65000.0,4,1,0,17.0,1497.0,118,5.0,5.2
3572,35,3,2017.0,36824.0,1,0,0,18.5,1968.0,187.74,5.0,39.84
